contest_type	contest_district_type	Selection	Contest	ReportingUnit	CountItemType	Count
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Costilla County	total	684
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Crowley County	total	679
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Custer County	total	1276
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Delta County	total	6734
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Denver County	total	94120
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Dolores County	total	560
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Douglas County	total	64913
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Eagle County	total	6828
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;El Paso County	total	106949
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Elbert County	total	6225
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Fremont County	total	8715
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Garfield County	total	8805
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Gilpin County	total	1254
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Grand County	total	2738
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Gunnison County	total	2740
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Hinsdale County	total	182
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Huerfano County	total	1514
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Jackson County	total	390
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Jefferson County	total	109155
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Kiowa County	total	304
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Kit Carson County	total	1226
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;La Plata County	total	9166
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Lake County	total	1156
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Larimer County	total	61479
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Las Animas County	total	2727
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Lincoln County	total	999
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Logan County	total	3837
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Mesa County	total	28060
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Mineral County	total	215
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Moffat County	total	2708
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Montezuma County	total	4690
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Montrose County	total	7767
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Morgan County	total	4940
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Otero County	total	3603
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Ouray County	total	1021
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Park County	total	3937
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Phillips County	total	912
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Pitkin County	total	2214
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Prowers County	total	1956
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Pueblo County	total	30756
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Rio Blanco County	total	1410
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Rio Grande County	total	2174
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Routt County	total	4147
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Saguache County	total	950
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;San Juan County	total	177
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;San Miguel County	total	1022
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Sedgwick County	total	534
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Summit County	total	3955
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Teller County	total	5118
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Washington County	total	1169
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Weld County	total	51374
BallotMeasure	state	No	Industrial Hemp Definition	Colorado;Yuma County	total	1773
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Adams County	total	88924
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Alamosa County	total	3203
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Arapahoe County	total	148251
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Archuleta County	total	3592
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Baca County	total	810
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Bent County	total	877
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Boulder County	total	108614
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Broomfield County	total	20724
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Chaffee County	total	6132
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Cheyenne County	total	461
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Clear Creek County	total	3231
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Conejos County	total	1477
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Costilla County	total	740
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Crowley County	total	629
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Custer County	total	1410
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Delta County	total	7731
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Denver County	total	189996
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Dolores County	total	535
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Douglas County	total	98268
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Eagle County	total	13656
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;El Paso County	total	153963
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Elbert County	total	7627
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Fremont County	total	9662
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Garfield County	total	13524
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Gilpin County	total	1927
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Grand County	total	4368
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Gunnison County	total	5432
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Hinsdale County	total	329
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Huerfano County	total	1883
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Jackson County	total	328
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Jefferson County	total	176001
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Kiowa County	total	399
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Kit Carson County	total	1639
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;La Plata County	total	17126
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Lake County	total	1516
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Larimer County	total	106769
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Las Animas County	total	3071
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Lincoln County	total	982
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Logan County	total	4261
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Mesa County	total	35288
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Mineral County	total	331
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Moffat County	total	2316
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Montezuma County	total	6258
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Montrose County	total	9940
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Morgan County	total	5102
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Otero County	total	3487
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Ouray County	total	2002
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Park County	total	4957
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Phillips County	total	979
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Pitkin County	total	6580
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Prowers County	total	1902
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Pueblo County	total	32458
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Rio Blanco County	total	1346
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Rio Grande County	total	2470
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Routt County	total	7968
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Saguache County	total	1490
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;San Juan County	total	234
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;San Miguel County	total	2709
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Sedgwick County	total	581
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Summit County	total	8986
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Teller County	total	6947
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Washington County	total	1091
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Weld County	total	64088
BallotMeasure	state	Yes	Industrial Hemp Definition	Colorado;Yuma County	total	2052
BallotMeasure	state	No	Legislative Redistricting	Colorado;Adams County	total	52802
BallotMeasure	state	No	Legislative Redistricting	Colorado;Alamosa County	total	2150
BallotMeasure	state	No	Legislative Redistricting	Colorado;Arapahoe County	total	72006
BallotMeasure	state	No	Legislative Redistricting	Colorado;Archuleta County	total	2094
BallotMeasure	state	No	Legislative Redistricting	Colorado;Baca County	total	864
BallotMeasure	state	No	Legislative Redistricting	Colorado;Bent County	total	719
BallotMeasure	state	No	Legislative Redistricting	Colorado;Boulder County	total	38058
BallotMeasure	state	No	Legislative Redistricting	Colorado;Broomfield County	total	9189
BallotMeasure	state	No	Legislative Redistricting	Colorado;Chaffee County	total	3254
BallotMeasure	state	No	Legislative Redistricting	Colorado;Cheyenne County	total	468
BallotMeasure	state	No	Legislative Redistricting	Colorado;Clear Creek County	total	1461
BallotMeasure	state	No	Legislative Redistricting	Colorado;Conejos County	total	1535
BallotMeasure	state	No	Legislative Redistricting	Colorado;Costilla County	total	524
BallotMeasure	state	No	Legislative Redistricting	Colorado;Crowley County	total	531
BallotMeasure	state	No	Legislative Redistricting	Colorado;Custer County	total	1117
BallotMeasure	state	No	Legislative Redistricting	Colorado;Delta County	total	5194
BallotMeasure	state	No	Legislative Redistricting	Colorado;Denver County	total	57342
BallotMeasure	state	No	Legislative Redistricting	Colorado;Dolores County	total	578
BallotMeasure	state	No	Legislative Redistricting	Colorado;Douglas County	total	52115
BallotMeasure	state	No	Legislative Redistricting	Colorado;Eagle County	total	5257
BallotMeasure	state	No	Legislative Redistricting	Colorado;El Paso County	total	73199
BallotMeasure	state	No	Legislative Redistricting	Colorado;Elbert County	total	5397
BallotMeasure	state	No	Legislative Redistricting	Colorado;Fremont County	total	6164
BallotMeasure	state	No	Legislative Redistricting	Colorado;Garfield County	total	7322
BallotMeasure	state	No	Legislative Redistricting	Colorado;Gilpin County	total	1022
BallotMeasure	state	No	Legislative Redistricting	Colorado;Grand County	total	2193
BallotMeasure	state	No	Legislative Redistricting	Colorado;Gunnison County	total	2142
BallotMeasure	state	No	Legislative Redistricting	Colorado;Hinsdale County	total	178
BallotMeasure	state	No	Legislative Redistricting	Colorado;Huerfano County	total	1045
BallotMeasure	state	No	Legislative Redistricting	Colorado;Jackson County	total	347
BallotMeasure	state	No	Legislative Redistricting	Colorado;Jefferson County	total	81783
BallotMeasure	state	No	Legislative Redistricting	Colorado;Kiowa County	total	306
BallotMeasure	state	No	Legislative Redistricting	Colorado;Kit Carson County	total	1099
BallotMeasure	state	No	Legislative Redistricting	Colorado;La Plata County	total	6366
BallotMeasure	state	No	Legislative Redistricting	Colorado;Lake County	total	898
BallotMeasure	state	No	Legislative Redistricting	Colorado;Larimer County	total	50422
BallotMeasure	state	No	Legislative Redistricting	Colorado;Las Animas County	total	2086
BallotMeasure	state	No	Legislative Redistricting	Colorado;Lincoln County	total	923
BallotMeasure	state	No	Legislative Redistricting	Colorado;Logan County	total	3489
BallotMeasure	state	No	Legislative Redistricting	Colorado;Mesa County	total	21216
BallotMeasure	state	No	Legislative Redistricting	Colorado;Mineral County	total	178
BallotMeasure	state	No	Legislative Redistricting	Colorado;Moffat County	total	2455
BallotMeasure	state	No	Legislative Redistricting	Colorado;Montezuma County	total	4499
BallotMeasure	state	No	Legislative Redistricting	Colorado;Montrose County	total	6495
BallotMeasure	state	No	Legislative Redistricting	Colorado;Morgan County	total	4383
