contest_type	Contest	contest_district_type	Selection	ReportingUnit	CountItemType	Count
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Gilpin County	total	1228
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Grand County	total	2832
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Gunnison County	total	2393
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Hinsdale County	total	168
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Huerfano County	total	1366
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Jackson County	total	220
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Jefferson County	total	122165
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Kiowa County	total	260
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Kit Carson County	total	1333
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;La Plata County	total	8410
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Lake County	total	967
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Larimer County	total	69216
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Las Animas County	total	2045
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Lincoln County	total	685
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Logan County	total	2826
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Mesa County	total	20877
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Mineral County	total	190
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Moffat County	total	1376
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Montezuma County	total	3441
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Montrose County	total	5690
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Morgan County	total	3632
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Otero County	total	2428
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Ouray County	total	974
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Park County	total	3679
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Phillips County	total	656
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Pitkin County	total	3642
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Prowers County	total	1385
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Pueblo County	total	24433
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Rio Blanco County	total	875
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Rio Grande County	total	1449
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Routt County	total	4255
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Saguache County	total	797
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;San Juan County	total	119
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;San Miguel County	total	1228
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Sedgwick County	total	362
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Summit County	total	5422
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Teller County	total	4798
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Washington County	total	798
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Weld County	total	49798
BallotMeasure	Bonds for Transportation Projects	state	Yes	Colorado;Yuma County	total	1343
BallotMeasure	Campaign Contributions	state	No	Colorado;Adams County	total	108205
BallotMeasure	Campaign Contributions	state	No	Colorado;Alamosa County	total	4180
BallotMeasure	Campaign Contributions	state	No	Colorado;Arapahoe County	total	164295
BallotMeasure	Campaign Contributions	state	No	Colorado;Archuleta County	total	4318
BallotMeasure	Campaign Contributions	state	No	Colorado;Baca County	total	1330
BallotMeasure	Campaign Contributions	state	No	Colorado;Bent County	total	1341
BallotMeasure	Campaign Contributions	state	No	Colorado;Boulder County	total	116601
BallotMeasure	Campaign Contributions	state	No	Colorado;Broomfield County	total	21966
BallotMeasure	Campaign Contributions	state	No	Colorado;Chaffee County	total	6848
BallotMeasure	Campaign Contributions	state	No	Colorado;Cheyenne County	total	692
BallotMeasure	Campaign Contributions	state	No	Colorado;Clear Creek County	total	3376
BallotMeasure	Campaign Contributions	state	No	Colorado;Conejos County	total	2467
BallotMeasure	Campaign Contributions	state	No	Colorado;Costilla County	total	1015
BallotMeasure	Campaign Contributions	state	No	Colorado;Crowley County	total	999
BallotMeasure	Campaign Contributions	state	No	Colorado;Custer County	total	1898
BallotMeasure	Campaign Contributions	state	No	Colorado;Delta County	total	10412
BallotMeasure	Campaign Contributions	state	No	Colorado;Denver County	total	191077
BallotMeasure	Campaign Contributions	state	No	Colorado;Dolores County	total	850
BallotMeasure	Campaign Contributions	state	No	Colorado;Douglas County	total	105681
BallotMeasure	Campaign Contributions	state	No	Colorado;Eagle County	total	12451
BallotMeasure	Campaign Contributions	state	No	Colorado;El Paso County	total	163650
BallotMeasure	Campaign Contributions	state	No	Colorado;Elbert County	total	9328
BallotMeasure	Campaign Contributions	state	No	Colorado;Fremont County	total	13302
BallotMeasure	Campaign Contributions	state	No	Colorado;Garfield County	total	15544
BallotMeasure	Campaign Contributions	state	No	Colorado;Gilpin County	total	2187
BallotMeasure	Campaign Contributions	state	No	Colorado;Grand County	total	4971
BallotMeasure	Campaign Contributions	state	No	Colorado;Gunnison County	total	5526
BallotMeasure	Campaign Contributions	state	No	Colorado;Hinsdale County	total	348
BallotMeasure	Campaign Contributions	state	No	Colorado;Huerfano County	total	2347
BallotMeasure	Campaign Contributions	state	No	Colorado;Jackson County	total	578
BallotMeasure	Campaign Contributions	state	No	Colorado;Jefferson County	total	189001
BallotMeasure	Campaign Contributions	state	No	Colorado;Kiowa County	total	515
BallotMeasure	Campaign Contributions	state	No	Colorado;Kit Carson County	total	1798
BallotMeasure	Campaign Contributions	state	No	Colorado;La Plata County	total	16599
BallotMeasure	Campaign Contributions	state	No	Colorado;Lake County	total	1825
BallotMeasure	Campaign Contributions	state	No	Colorado;Larimer County	total	111343
BallotMeasure	Campaign Contributions	state	No	Colorado;Las Animas County	total	4381
BallotMeasure	Campaign Contributions	state	No	Colorado;Lincoln County	total	1417
BallotMeasure	Campaign Contributions	state	No	Colorado;Logan County	total	5600
BallotMeasure	Campaign Contributions	state	No	Colorado;Mesa County	total	45499
BallotMeasure	Campaign Contributions	state	No	Colorado;Mineral County	total	413
BallotMeasure	Campaign Contributions	state	No	Colorado;Moffat County	total	3860
BallotMeasure	Campaign Contributions	state	No	Colorado;Montezuma County	total	7871
BallotMeasure	Campaign Contributions	state	No	Colorado;Montrose County	total	12950
BallotMeasure	Campaign Contributions	state	No	Colorado;Morgan County	total	7408
BallotMeasure	Campaign Contributions	state	No	Colorado;Otero County	total	5302
BallotMeasure	Campaign Contributions	state	No	Colorado;Ouray County	total	2035
BallotMeasure	Campaign Contributions	state	No	Colorado;Park County	total	6335
BallotMeasure	Campaign Contributions	state	No	Colorado;Phillips County	total	1393
BallotMeasure	Campaign Contributions	state	No	Colorado;Pitkin County	total	5418
BallotMeasure	Campaign Contributions	state	No	Colorado;Prowers County	total	2917
BallotMeasure	Campaign Contributions	state	No	Colorado;Pueblo County	total	43416
BallotMeasure	Campaign Contributions	state	No	Colorado;Rio Blanco County	total	2222
BallotMeasure	Campaign Contributions	state	No	Colorado;Rio Grande County	total	3510
BallotMeasure	Campaign Contributions	state	No	Colorado;Routt County	total	8376
BallotMeasure	Campaign Contributions	state	No	Colorado;Saguache County	total	1785
BallotMeasure	Campaign Contributions	state	No	Colorado;San Juan County	total	293
BallotMeasure	Campaign Contributions	state	No	Colorado;San Miguel County	total	2565
BallotMeasure	Campaign Contributions	state	No	Colorado;Sedgwick County	total	857
BallotMeasure	Campaign Contributions	state	No	Colorado;Summit County	total	8523
BallotMeasure	Campaign Contributions	state	No	Colorado;Teller County	total	7937
BallotMeasure	Campaign Contributions	state	No	Colorado;Washington County	total	1635
BallotMeasure	Campaign Contributions	state	No	Colorado;Weld County	total	81338
BallotMeasure	Campaign Contributions	state	No	Colorado;Yuma County	total	2715
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Adams County	total	51179
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Alamosa County	total	1611
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Arapahoe County	total	90202
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Archuleta County	total	2035
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Baca County	total	409
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Bent County	total	468
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Boulder County	total	47529
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Broomfield County	total	12527
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Chaffee County	total	3476
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Cheyenne County	total	251
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Clear Creek County	total	1752
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Conejos County	total	818
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Costilla County	total	438
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Crowley County	total	339
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Custer County	total	889
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Delta County	total	3956
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Denver County	total	102453
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Dolores County	total	229
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Douglas County	total	60594
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Eagle County	total	7903
BallotMeasure	Campaign Contributions	state	Yes	Colorado;El Paso County	total	103405
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Elbert County	total	4775
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Fremont County	total	5361
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Garfield County	total	7171
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Gilpin County	total	1009
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Grand County	total	2398
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Gunnison County	total	2681
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Hinsdale County	total	170
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Huerfano County	total	1062
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Jackson County	total	166
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Jefferson County	total	100810
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Kiowa County	total	215
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Kit Carson County	total	1159
BallotMeasure	Campaign Contributions	state	Yes	Colorado;La Plata County	total	9736
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Lake County	total	861
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Larimer County	total	59591
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Las Animas County	total	1561
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Lincoln County	total	584
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Logan County	total	2437
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Mesa County	total	19299
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Mineral County	total	144
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Moffat County	total	1257
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Montezuma County	total	3110
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Montrose County	total	5173
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Morgan County	total	2854
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Otero County	total	1844
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Ouray County	total	1020
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Park County	total	2806
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Phillips County	total	517
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Pitkin County	total	3706
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Prowers County	total	1049
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Pueblo County	total	19963
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Rio Blanco County	total	624
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Rio Grande County	total	1235
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Routt County	total	4084
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Saguache County	total	728
BallotMeasure	Campaign Contributions	state	Yes	Colorado;San Juan County	total	141
BallotMeasure	Campaign Contributions	state	Yes	Colorado;San Miguel County	total	1236
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Sedgwick County	total	271
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Summit County	total	4715
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Teller County	total	4242
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Washington County	total	634
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Weld County	total	37801
BallotMeasure	Campaign Contributions	state	Yes	Colorado;Yuma County	total	1198
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Adams County	total	78452
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Alamosa County	total	3048
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Arapahoe County	total	131236
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Archuleta County	total	2666
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Baca County	total	718
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Bent County	total	813
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Boulder County	total	117384
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Broomfield County	total	20853
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Chaffee County	total	5671
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Cheyenne County	total	445
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Clear Creek County	total	2664
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Conejos County	total	1555
BallotMeasure	Compensation for Market Value Reduction	state	No	Colorado;Costilla County	total	680
